sumo_type,sumo_id,matsim_type,matsim_id,mapping_method
junction,30689887,node,30689887,Exact ID
junction,30689902,node,30689902,Exact ID
junction,30689910,node,30689910,Exact ID
junction,30689940,node,30689940,Exact ID
junction,30689967,node,30689967,Exact ID
junction,30689970,node,30689970,Exact ID
junction,30689978,node,30689978,Exact ID
junction,30689984,node,30689984,Exact ID
junction,30690011,node,30690011,Exact ID
junction,30690030,node,30690030,Exact ID
junction,30690047,node,30690047,Exact ID
junction,30690134,node,30690134,Exact ID
junction,30690317,node,30690317,Exact ID
junction,30690334,node,30690334,Exact ID
junction,30690340,node,30690340,Exact ID
junction,30690349,node,30690349,Exact ID
junction,30690363,node,30690363,Exact ID
junction,30690369,node,30690369,Exact ID
junction,30690392,node,30690392,Exact ID
junction,30690397,node,30690397,Exact ID
junction,30690408,node,30690408,Exact ID
junction,30690415,node,30690415,Exact ID
junction,30690417,node,30690417,Exact ID
junction,30690440,node,30690440,Exact ID
junction,30690474,node,30690474,Exact ID
junction,30690499,node,30690499,Exact ID
junction,30690500,node,30690500,Exact ID
junction,30690503,node,30690503,Exact ID
junction,30690504,node,30690504,Exact ID
junction,30690512,node,30690512,Exact ID
junction,30690527,node,30690527,Exact ID
junction,30690543,node,30690543,Exact ID
junction,30690546,node,30690546,Exact ID
junction,30690548,node,30690548,Exact ID
junction,30690553,node,30690553,Exact ID
junction,30690558,node,30690558,Exact ID
junction,30690572,node,30690572,Exact ID
junction,30690574,node,30690574,Exact ID
junction,30690593,node,30690593,Exact ID
junction,30690611,node,30690611,Exact ID
junction,30690644,node,30690644,Exact ID
junction,30690648,node,30690501,Spatial Nearest
junction,30690656,node,30690656,Exact ID
junction,30690660,node,30690660,Exact ID
junction,30690663,node,30690663,Exact ID
junction,30690665,node,30690665,Exact ID
junction,30690678,node,30690678,Exact ID
junction,30690679,node,30690679,Exact ID
junction,30690686,node,30690686,Exact ID
junction,30690687,node,30690687,Exact ID
junction,30690692,node,30690692,Exact ID
junction,30690699,node,30690699,Exact ID
junction,30691229,node,30691229,Exact ID
junction,30691230,node,30691230,Exact ID
junction,30691237,node,30691237,Exact ID
junction,30691244,node,30691244,Exact ID
junction,30691246,node,30691246,Exact ID
junction,30691249,node,30691249,Exact ID
junction,30691253,node,30691253,Exact ID
junction,30692617,node,30692617,Exact ID
junction,30692636,node,30692636,Exact ID
junction,30692639,node,30692639,Exact ID
junction,30692640,node,30692640,Exact ID
junction,30692642,node,30692642,Exact ID
junction,30692654,node,30692654,Exact ID
junction,30692691,node,30692691,Exact ID
junction,30692693,node,30692693,Exact ID
junction,30692694,node,30692694,Exact ID
junction,30692696,node,30692696,Exact ID
junction,30692698,node,30692698,Exact ID
junction,30692699,node,30692699,Exact ID
junction,30692700,node,30692700,Exact ID
junction,30692726,node,30692726,Exact ID
junction,30692731,node,30692731,Exact ID
junction,30692745,node,30692745,Exact ID
junction,30692746,node,30692746,Exact ID
junction,30692749,node,30692749,Exact ID
junction,30692750,node,30692750,Exact ID
junction,30692757,node,30692757,Exact ID
junction,30692758,node,30692758,Exact ID
junction,30692759,node,30692759,Exact ID
junction,30692760,node,30692760,Exact ID
junction,30692762,node,30692762,Exact ID
junction,30692775,node,30692775,Exact ID
junction,30692776,node,30692776,Exact ID
junction,30692777,node,30692777,Exact ID
junction,30692778,node,30692778,Exact ID
junction,30692780,node,30692780,Exact ID
junction,30692781,node,30692781,Exact ID
junction,30692792,node,30692792,Exact ID
junction,30692795,node,30692795,Exact ID
junction,30694259,node,30694259,Exact ID
junction,30694263,node,30694263,Exact ID
junction,3069560068,node,3069560068,Exact ID
junction,306998571,node,306998571,Exact ID
junction,307059062,node,307059062,Exact ID
junction,307202886,node,307202886,Exact ID
junction,30733496,node,30733496,Exact ID
junction,307375258,node,307375258,Exact ID
junction,30737881,node,30737881,Exact ID
junction,30738016,node,30738016,Exact ID
junction,30738041,node,30738041,Exact ID
junction,30738099,node,30738099,Exact ID
junction,307381302,node,307381302,Exact ID
junction,30738156,node,30738156,Exact ID
junction,30738210,node,30738210,Exact ID
junction,30738238,node,27492094,Spatial Nearest
junction,30738354,node,30738354,Exact ID
junction,30738370,node,30738370,Exact ID
junction,30738544,node,30738544,Exact ID
junction,30738547,node,30738547,Exact ID
junction,30738549,node,30738549,Exact ID
junction,30738550,node,30738550,Exact ID
junction,30738551,node,30738551,Exact ID
junction,30738566,node,30738566,Exact ID
junction,30738567,node,30738567,Exact ID
junction,30738568,node,30738568,Exact ID
junction,30738569,node,30738569,Exact ID
junction,30738571,node,30738571,Exact ID
junction,30738572,node,30738572,Exact ID
junction,30738582,node,30738582,Exact ID
junction,30738583,node,30738583,Exact ID
junction,30738584,node,30738584,Exact ID
junction,30738585,node,30738585,Exact ID
junction,30738586,node,30738586,Exact ID
junction,30738587,node,30738587,Exact ID
junction,30738604,node,30738604,Exact ID
junction,30738620,node,30738620,Exact ID
junction,30738626,node,30738626,Exact ID
junction,30738627,node,30738627,Exact ID
junction,30738632,node,30738632,Exact ID
junction,30738634,node,30738634,Exact ID
junction,30738636,node,30738636,Exact ID
junction,30738637,node,30738637,Exact ID
junction,30738638,node,30738638,Exact ID
junction,30738950,node,30738950,Exact ID
junction,30738951,node,30738951,Exact ID
junction,30738954,node,30738954,Exact ID
junction,30738956,node,30738956,Exact ID
junction,30738959,node,30738959,Exact ID
junction,30738961,node,30738961,Exact ID
junction,30738968,node,30738968,Exact ID
junction,30738971,node,30738971,Exact ID
junction,30738976,node,30738976,Exact ID
junction,30738980,node,30738980,Exact ID
junction,30738985,node,30738985,Exact ID
junction,30738991,node,30738991,Exact ID
junction,30738992,node,30738992,Exact ID
junction,30738996,node,30738996,Exact ID
junction,30738997,node,30738997,Exact ID
junction,30739002,node,30739002,Exact ID
junction,30739004,node,30739004,Exact ID
junction,30739005,node,30739005,Exact ID
junction,30739007,node,30739007,Exact ID
junction,30739010,node,30739010,Exact ID
junction,30739011,node,30739011,Exact ID
junction,30739013,node,30739013,Exact ID
junction,30739015,node,30739015,Exact ID
junction,30739017,node,30739017,Exact ID
junction,30739019,node,30739019,Exact ID
junction,30739020,node,30739020,Exact ID
junction,30739022,node,30739022,Exact ID
junction,30739023,node,30739023,Exact ID
junction,30739024,node,30739024,Exact ID
junction,30739035,node,30739035,Exact ID
junction,30739036,node,30739036,Exact ID
junction,30739040,node,30739040,Exact ID
junction,30739041,node,30739041,Exact ID
junction,30739042,node,30739042,Exact ID
junction,30739378,node,30739378,Exact ID
junction,30739381,node,30739381,Exact ID
junction,30739385,node,30739385,Exact ID
junction,30739387,node,30739387,Exact ID
junction,30739390,node,30739390,Exact ID
junction,30739391,node,30739391,Exact ID
junction,30739393,node,30739393,Exact ID
junction,30739400,node,30739400,Exact ID
junction,30739401,node,30739401,Exact ID
junction,30739402,node,30739402,Exact ID
junction,30739403,node,30739403,Exact ID
junction,30739405,node,30739405,Exact ID
junction,30739407,node,30739407,Exact ID
junction,30739408,node,30739408,Exact ID
junction,30739411,node,30739411,Exact ID
junction,30739412,node,30739412,Exact ID
junction,30739418,node,30739418,Exact ID
junction,30739421,node,30739421,Exact ID
junction,30739422,node,30739422,Exact ID
junction,30739423,node,30739423,Exact ID
junction,30739426,node,30739426,Exact ID
junction,30739427,node,30739427,Exact ID
junction,30739428,node,30739428,Exact ID
junction,30739435,node,30739435,Exact ID
junction,30739436,node,30739436,Exact ID
junction,30739437,node,30739437,Exact ID
junction,30739517,node,30739517,Exact ID
junction,30739518,node,30739518,Exact ID
junction,30739520,node,30739520,Exact ID
junction,30739521,node,30739521,Exact ID
junction,30739522,node,30739522,Exact ID
junction,30739595,node,30739595,Exact ID
junction,30739602,node,30739602,Exact ID
junction,30739770,node,30739770,Exact ID
junction,30739779,node,30739779,Exact ID
junction,30739780,node,30739780,Exact ID
junction,30739781,node,30739781,Exact ID
junction,30739782,node,30739782,Exact ID
junction,30739784,node,30739784,Exact ID
junction,30739785,node,30739785,Exact ID
junction,30739789,node,30739789,Exact ID
junction,30739791,node,30739791,Exact ID
junction,30739796,node,30739796,Exact ID
junction,30739907,node,30739907,Exact ID
junction,30739908,node,30739908,Exact ID
junction,30739911,node,30739911,Exact ID
junction,30739912,node,30739912,Exact ID
junction,30739913,node,30739913,Exact ID
junction,30739914,node,30739914,Exact ID
junction,30739916,node,30739916,Exact ID
junction,30739919,node,30739919,Exact ID
junction,30739921,node,30739921,Exact ID
junction,30739922,node,30739922,Exact ID
junction,30739924,node,30739924,Exact ID
junction,30739925,node,30739925,Exact ID
junction,307413988,node,307413988,Exact ID
junction,3074267578,node,3074267578,Exact ID
junction,3074267604,node,3074267604,Exact ID
junction,3074267610,node,3074267610,Exact ID
junction,307495922,node,3155500679,Spatial Nearest
junction,307609320,node,261691586,Spatial Nearest
junction,307610996,node,307610996,Exact ID
junction,307664504,node,307664504,Exact ID
junction,30770281,node,30770281,Exact ID
junction,30770286,node,30770286,Exact ID
junction,30770287,node,30770287,Exact ID
junction,30770289,node,30770289,Exact ID
junction,30770290,node,30770290,Exact ID
junction,30770298,node,30770298,Exact ID
junction,30770304,node,30770304,Exact ID
junction,30770315,node,30770315,Exact ID
junction,30770317,node,30770317,Exact ID
junction,307707279,node,307707279,Exact ID
junction,30773510,node,30773510,Exact ID
junction,30774240,node,30774240,Exact ID
junction,30774241,node,30774241,Exact ID
junction,30774243,node,30774243,Exact ID
junction,30774244,node,30774244,Exact ID
junction,30774246,node,30774246,Exact ID
junction,30774247,node,30774247,Exact ID
junction,30774249,node,30774249,Exact ID
junction,30774267,node,30774267,Exact ID
junction,30774323,node,30774323,Exact ID
junction,30774324,node,30774324,Exact ID
junction,30774325,node,30774325,Exact ID
junction,30774327,node,30774327,Exact ID
junction,30774331,node,30774331,Exact ID
junction,30774339,node,30774339,Exact ID
junction,30774342,node,30774342,Exact ID
junction,30774350,node,30774350,Exact ID
junction,30774352,node,30774352,Exact ID
junction,30774353,node,30774353,Exact ID
junction,30774355,node,30774355,Exact ID
junction,30774356,node,30774356,Exact ID
junction,30774357,node,30774357,Exact ID
junction,30774366,node,30774366,Exact ID
junction,30774367,node,30774367,Exact ID
junction,30774368,node,30774368,Exact ID
junction,30774369,node,30774369,Exact ID
junction,30774370,node,30774370,Exact ID
junction,30774371,node,30774371,Exact ID
junction,30774384,node,30774384,Exact ID
junction,30775767,node,30775767,Exact ID
junction,30775769,node,30775769,Exact ID
junction,30775770,node,30775770,Exact ID
junction,30775771,node,30775771,Exact ID
junction,30775775,node,30775775,Exact ID
junction,30775776,node,30775776,Exact ID
junction,30775780,node,30775780,Exact ID
junction,30775781,node,30775781,Exact ID
junction,30775786,node,30775786,Exact ID
junction,30775789,node,30775789,Exact ID
junction,30775792,node,30775792,Exact ID
junction,30775804,node,30775804,Exact ID
junction,30776288,node,30776288,Exact ID
junction,30776290,node,30776290,Exact ID
junction,30776291,node,30776291,Exact ID
junction,30776292,node,30776292,Exact ID
junction,30776293,node,30776293,Exact ID
junction,30776294,node,30776294,Exact ID
junction,30776295,node,30776295,Exact ID
junction,30776299,node,30776299,Exact ID
junction,30776300,node,30776300,Exact ID
junction,30776301,node,30776301,Exact ID
junction,30776302,node,30776302,Exact ID
junction,30776303,node,30776303,Exact ID
junction,30776305,node,30776305,Exact ID
junction,30776307,node,30776307,Exact ID
junction,30776309,node,30776309,Exact ID
junction,30776310,node,30776310,Exact ID
junction,30776314,node,30776314,Exact ID
junction,30776315,node,30776315,Exact ID
junction,30776317,node,30776317,Exact ID
junction,30784163,node,30784163,Exact ID
junction,30784200,node,807913304,Spatial Nearest
junction,30784283,node,30784283,Exact ID
junction,30784310,node,30784310,Exact ID
junction,30784327,node,30784327,Exact ID
junction,30784330,node,30784330,Exact ID
junction,30784340,node,30784340,Exact ID
junction,30784343,node,30784343,Exact ID
junction,30784396,node,30784396,Exact ID
junction,30784397,node,30784397,Exact ID
junction,30784398,node,30784398,Exact ID
junction,30784404,node,30784404,Exact ID
junction,30784408,node,30784408,Exact ID
junction,30784414,node,30784414,Exact ID
junction,30784430,node,30784430,Exact ID
junction,30784434,node,30784434,Exact ID
junction,30784438,node,30784438,Exact ID
junction,30784440,node,30784440,Exact ID
junction,30784463,node,30784463,Exact ID
junction,30784469,node,30784469,Exact ID
junction,30784476,node,30784476,Exact ID
junction,30784491,node,30784491,Exact ID
junction,30784494,node,30784494,Exact ID
junction,30784504,node,30784504,Exact ID
junction,3079240384,node,3079240384,Exact ID
junction,3079242216,node,3079242216,Exact ID
junction,307953532,node,307953532,Exact ID
junction,307954305,node,307954305,Exact ID
junction,307954327,node,307954327,Exact ID
junction,3079818609,node,3079818609,Exact ID
junction,3079819707,node,3079819707,Exact ID
junction,308030658,node,308030658,Exact ID
junction,308096697,node,308096697,Exact ID
junction,30814963,node,30814963,Exact ID
junction,30814980,node,30814980,Exact ID
junction,30814983,node,30814984,Spatial Nearest
junction,30815441,node,30815441,Exact ID
junction,30815442,node,30815442,Exact ID
junction,30815443,node,30815443,Exact ID
junction,30815444,node,30815444,Exact ID
junction,30815446,node,30815446,Exact ID
junction,30815449,node,30815449,Exact ID
junction,30815453,node,30815453,Exact ID
junction,30815459,node,30815459,Exact ID
junction,30815472,node,30815472,Exact ID
junction,30815493,node,30815493,Exact ID
junction,30816633,node,30816633,Exact ID
junction,30816636,node,30816636,Exact ID
junction,30816637,node,30816637,Exact ID
junction,30816641,node,30816641,Exact ID
junction,30816648,node,30816648,Exact ID
junction,30816650,node,30816650,Exact ID
junction,30816652,node,30816652,Exact ID
junction,30816655,node,30816655,Exact ID
junction,30816656,node,30816656,Exact ID
junction,30816657,node,30816657,Exact ID
junction,30816663,node,30816663,Exact ID
junction,30816666,node,30816666,Exact ID
junction,30816667,node,30816667,Exact ID
junction,30816675,node,30816675,Exact ID
junction,30816677,node,30816677,Exact ID
junction,30816678,node,30816678,Exact ID
junction,30816692,node,30816692,Exact ID
junction,30816693,node,30816693,Exact ID
junction,30816697,node,30816697,Exact ID
junction,30816698,node,30816698,Exact ID
junction,30816703,node,30816703,Exact ID
junction,30816704,node,30816704,Exact ID
junction,30816705,node,30816705,Exact ID
junction,30818176,node,30818176,Exact ID
junction,30818204,node,30818204,Exact ID
junction,30818205,node,30818205,Exact ID
junction,30818212,node,30818212,Exact ID
junction,30818213,node,30818213,Exact ID
junction,30818215,node,30818215,Exact ID
junction,30818217,node,30818217,Exact ID
junction,30818218,node,30818218,Exact ID
junction,30818219,node,30818219,Exact ID
junction,30818223,node,30818223,Exact ID
junction,30818225,node,30818225,Exact ID
junction,30818227,node,30818227,Exact ID
junction,30818228,node,30818228,Exact ID
junction,30818229,node,30818229,Exact ID
junction,30818230,node,30818230,Exact ID
junction,30818813,node,30818813,Exact ID
junction,30818814,node,30818814,Exact ID
junction,30818815,node,30818815,Exact ID
junction,30818816,node,30818816,Exact ID
junction,30818817,node,30818817,Exact ID
junction,30818818,node,30818818,Exact ID
junction,30818819,node,30818819,Exact ID
junction,30818821,node,30818821,Exact ID
junction,30818823,node,30818823,Exact ID
junction,30818825,node,30818825,Exact ID
junction,30818826,node,30818826,Exact ID
junction,30818829,node,30818829,Exact ID
junction,30818832,node,30818832,Exact ID
junction,30818833,node,30818833,Exact ID
junction,30818834,node,30818834,Exact ID
junction,30818837,node,30818837,Exact ID
junction,30818839,node,30818839,Exact ID
junction,30818840,node,30818840,Exact ID
junction,30818841,node,30818841,Exact ID
junction,30818842,node,30818842,Exact ID
junction,30818845,node,30818845,Exact ID
junction,30818846,node,30818846,Exact ID
junction,30818847,node,30818847,Exact ID
junction,30818850,node,30818850,Exact ID
junction,30818851,node,30818851,Exact ID
junction,30818852,node,30818852,Exact ID
junction,30818854,node,30818854,Exact ID
junction,30818855,node,30818855,Exact ID
junction,30818857,node,30818857,Exact ID
junction,30818862,node,30818862,Exact ID
junction,30818863,node,30818863,Exact ID
junction,30818864,node,2863269188,Spatial Nearest
junction,30818865,node,30818865,Exact ID
junction,30819566,node,30819566,Exact ID
junction,30819576,node,30819576,Exact ID
junction,30819585,node,30819585,Exact ID
junction,30819586,node,30819586,Exact ID
junction,30819591,node,30819591,Exact ID
junction,30819593,node,30819593,Exact ID
junction,30819595,node,30819595,Exact ID
junction,30819597,node,30819597,Exact ID
junction,30819601,node,30819601,Exact ID
junction,30819604,node,30819604,Exact ID
junction,30819609,node,30819609,Exact ID
junction,30819615,node,30819615,Exact ID
junction,30819617,node,30819617,Exact ID
junction,30819619,node,30819619,Exact ID
junction,30819620,node,30819620,Exact ID
junction,30819621,node,30819621,Exact ID
junction,30819622,node,30819622,Exact ID
junction,30820513,node,30820513,Exact ID
junction,30820517,node,30820517,Exact ID
junction,30820522,node,30820522,Exact ID
junction,30820525,node,30820525,Exact ID
junction,30820526,node,30820526,Exact ID
junction,30820527,node,30820527,Exact ID
junction,30820528,node,30820528,Exact ID
junction,30820529,node,30820529,Exact ID
junction,30820531,node,30820531,Exact ID
junction,30820532,node,30820532,Exact ID
junction,30820538,node,30820538,Exact ID
junction,30820539,node,30820539,Exact ID
junction,30820540,node,30820540,Exact ID
junction,30820541,node,30820541,Exact ID
junction,30820542,node,30820542,Exact ID
junction,30820543,node,30820543,Exact ID
junction,30820544,node,30433744,Spatial Nearest
junction,30820551,node,30820551,Exact ID
junction,30820553,node,30820553,Exact ID
junction,30820554,node,30820554,Exact ID
junction,30820557,node,30820557,Exact ID
junction,30820561,node,30820561,Exact ID
junction,30820563,node,30820563,Exact ID
junction,30820564,node,30820564,Exact ID
junction,30820565,node,30820565,Exact ID
junction,30820567,node,30820567,Exact ID
junction,30820568,node,30820568,Exact ID
junction,30820569,node,30820569,Exact ID
junction,30820577,node,30820577,Exact ID
junction,30820588,node,30820588,Exact ID
junction,30820599,node,30820599,Exact ID
junction,30820635,node,30820635,Exact ID
junction,30820649,node,30820649,Exact ID
junction,30820651,node,30820651,Exact ID
junction,30820666,node,30820666,Exact ID
junction,30820719,node,30820719,Exact ID
junction,30820720,node,30820720,Exact ID
junction,30820722,node,30820722,Exact ID
junction,30820723,node,30820723,Exact ID
junction,30820724,node,30820724,Exact ID
junction,30820725,node,30820725,Exact ID
junction,30820729,node,30820729,Exact ID
junction,30820731,node,30820731,Exact ID
junction,30820736,node,30820736,Exact ID
junction,30820740,node,30820740,Exact ID
junction,30820743,node,30820743,Exact ID
junction,30820745,node,30820745,Exact ID
junction,30820746,node,30820746,Exact ID
junction,30820750,node,30820750,Exact ID
junction,30820768,node,30820768,Exact ID
junction,30820775,node,30820775,Exact ID
junction,30820786,node,30820786,Exact ID
junction,30820810,node,30820810,Exact ID
junction,30820831,node,30820831,Exact ID
junction,30820832,node,30820832,Exact ID
junction,30821347,node,30821347,Exact ID
junction,30821361,node,30821361,Exact ID
junction,30821364,node,30821364,Exact ID
junction,30822849,node,30822849,Exact ID
junction,30822864,node,30822864,Exact ID
junction,30822865,node,30822865,Exact ID
junction,30822866,node,30822866,Exact ID
junction,30822869,node,30822869,Exact ID
junction,30822870,node,30822870,Exact ID
junction,30822897,node,30822897,Exact ID
junction,30822908,node,30822908,Exact ID
junction,308246709,node,308246709,Exact ID
junction,308246712,node,308246712,Exact ID
junction,308247163,node,308247163,Exact ID
junction,308247517,node,308247517,Exact ID
junction,308247620,node,308247620,Exact ID
junction,30830476,node,30830476,Exact ID
junction,30830478,node,30830478,Exact ID
junction,30830479,node,30830479,Exact ID
junction,30830819,node,30830819,Exact ID
junction,30830820,node,30830820,Exact ID
junction,30830821,node,30830821,Exact ID
junction,30830823,node,30830823,Exact ID
junction,30830824,node,30830824,Exact ID
junction,30830825,node,30830825,Exact ID
junction,308314486,node,308314486,Exact ID
junction,30833204,node,30833204,Exact ID
junction,30833205,node,30833205,Exact ID
junction,30833209,node,30833209,Exact ID
junction,30833212,node,30833212,Exact ID
junction,30833217,node,30833217,Exact ID
junction,30833220,node,30833220,Exact ID
junction,30833221,node,30833221,Exact ID
junction,30833226,node,30833226,Exact ID
junction,30833228,node,30833228,Exact ID
junction,30833233,node,30833233,Exact ID
junction,30833242,node,30833242,Exact ID
junction,30833243,node,30833243,Exact ID
junction,30833244,node,30833244,Exact ID
junction,30833245,node,30833245,Exact ID
junction,30833246,node,30833246,Exact ID
junction,30833248,node,30833248,Exact ID
junction,30833253,node,30833253,Exact ID
junction,30833256,node,30833256,Exact ID
junction,30833258,node,30833258,Exact ID
junction,30833260,node,30833260,Exact ID
junction,30833261,node,30833261,Exact ID
junction,30833263,node,30833263,Exact ID
junction,30833264,node,30833264,Exact ID
junction,30833265,node,30833265,Exact ID
junction,30833266,node,30833266,Exact ID
junction,30833270,node,30833270,Exact ID
junction,30833272,node,30833272,Exact ID
junction,30833276,node,30833276,Exact ID
junction,30833286,node,30833286,Exact ID
junction,30833287,node,30833287,Exact ID
junction,30833288,node,30833288,Exact ID
junction,30833293,node,30833293,Exact ID
junction,30833295,node,30833295,Exact ID
junction,30833296,node,30833296,Exact ID
junction,30833297,node,30833297,Exact ID
junction,30833298,node,30833298,Exact ID
junction,30833301,node,30833301,Exact ID
junction,30833304,node,30833304,Exact ID
junction,30833305,node,30833305,Exact ID
junction,30833308,node,30833308,Exact ID
junction,30833309,node,30833309,Exact ID
junction,30833310,node,30833310,Exact ID
junction,30833311,node,30833311,Exact ID
junction,30833314,node,30833314,Exact ID
junction,30833315,node,30833315,Exact ID
junction,30833317,node,30833317,Exact ID
junction,30833320,node,30833320,Exact ID
junction,30833322,node,30833322,Exact ID
junction,30833323,node,30833323,Exact ID
junction,30833325,node,30833325,Exact ID
junction,30833326,node,30833326,Exact ID
junction,30833329,node,30833329,Exact ID
junction,30833330,node,30833330,Exact ID
junction,30833331,node,30833331,Exact ID
junction,30833336,node,30833336,Exact ID
junction,30833339,node,30833339,Exact ID
junction,30833342,node,30833342,Exact ID
junction,30833346,node,30833346,Exact ID
junction,30833347,node,30833347,Exact ID
junction,30833350,node,30833350,Exact ID
junction,30833351,node,30833351,Exact ID
junction,30833356,node,30833356,Exact ID
junction,30834965,node,30834965,Exact ID
junction,30834966,node,30834966,Exact ID
junction,30834967,node,30834967,Exact ID
junction,30834974,node,30834974,Exact ID
junction,30834975,node,30834975,Exact ID
junction,30834976,node,30834976,Exact ID
junction,30834977,node,30834977,Exact ID
junction,30834979,node,30834979,Exact ID
junction,30835084,node,30835084,Exact ID
junction,30835089,node,30835089,Exact ID
junction,30835090,node,30835090,Exact ID
junction,30835091,node,30835091,Exact ID
junction,30835092,node,30835092,Exact ID
junction,30835093,node,30835093,Exact ID
junction,30835098,node,30835098,Exact ID
junction,30835101,node,30835101,Exact ID
junction,30835102,node,30835102,Exact ID
junction,30836620,node,30836620,Exact ID
junction,30836621,node,30836621,Exact ID
junction,30836622,node,30836622,Exact ID
junction,30836623,node,30836623,Exact ID
junction,30836624,node,30836624,Exact ID
junction,30836625,node,30836625,Exact ID
junction,30836626,node,30836626,Exact ID
junction,30836627,node,30836627,Exact ID
junction,30836629,node,30836629,Exact ID
junction,30836630,node,30836630,Exact ID
junction,30836632,node,30836632,Exact ID
junction,30836633,node,30836633,Exact ID
junction,30836634,node,30836634,Exact ID
junction,30836636,node,30836636,Exact ID
junction,30836637,node,30836637,Exact ID
junction,30836687,node,30836687,Exact ID
junction,30836702,node,30836702,Exact ID
junction,30836704,node,30836704,Exact ID
junction,30836772,node,30836772,Exact ID
junction,30836780,node,30836780,Exact ID
junction,30836783,node,30836783,Exact ID
junction,30836788,node,30836788,Exact ID
junction,30836790,node,30836790,Exact ID
junction,30836792,node,30836792,Exact ID
junction,30836838,node,30836838,Exact ID
junction,30836844,node,30836844,Exact ID
junction,30836849,node,30836849,Exact ID
junction,30836852,node,30836852,Exact ID
junction,30836859,node,30836859,Exact ID
junction,30836869,node,30836869,Exact ID
junction,30836879,node,30836879,Exact ID
junction,30836882,node,30836882,Exact ID
junction,30838286,node,30838286,Exact ID
junction,30838289,node,30838289,Exact ID
junction,30838290,node,30838290,Exact ID
junction,30838291,node,30838291,Exact ID
junction,30838294,node,30838294,Exact ID
junction,30838295,node,30838295,Exact ID
junction,30838296,node,30838296,Exact ID
junction,30838297,node,30838297,Exact ID
junction,30838298,node,30838298,Exact ID
junction,30838299,node,30838299,Exact ID
junction,30838300,node,30838300,Exact ID
junction,30838301,node,30838301,Exact ID
junction,30838302,node,30838302,Exact ID
junction,30838303,node,30838303,Exact ID
junction,30838304,node,30838304,Exact ID
junction,30838305,node,30838305,Exact ID
junction,30838306,node,30838306,Exact ID
junction,30838307,node,30838307,Exact ID
junction,30838308,node,30838308,Exact ID
junction,30838596,node,30838596,Exact ID
junction,30838598,node,30838598,Exact ID
junction,30838599,node,30838599,Exact ID
junction,30838600,node,30838600,Exact ID
junction,30838601,node,30838601,Exact ID
junction,30838602,node,30838602,Exact ID
junction,30838603,node,30838603,Exact ID
junction,30838604,node,30838604,Exact ID
junction,30838607,node,30838607,Exact ID
junction,30838613,node,30838613,Exact ID
junction,30838615,node,30838615,Exact ID
junction,30838622,node,30838622,Exact ID
junction,30838635,node,30838635,Exact ID
junction,30838637,node,30838637,Exact ID
junction,30838647,node,30838647,Exact ID
junction,30838648,node,30838648,Exact ID
junction,30838659,node,30838659,Exact ID
junction,30838660,node,30838660,Exact ID
junction,30838663,node,30838663,Exact ID
junction,30838664,node,30838664,Exact ID
junction,30838665,node,30838665,Exact ID
junction,30838668,node,30838668,Exact ID
junction,30838670,node,30838670,Exact ID
junction,30838672,node,30838672,Exact ID
junction,30838674,node,30838674,Exact ID
junction,30838676,node,30838676,Exact ID
junction,30838677,node,30838677,Exact ID
junction,30838680,node,30838680,Exact ID
junction,30838683,node,30838683,Exact ID
junction,30838687,node,30838687,Exact ID
junction,30838691,node,30838691,Exact ID
junction,30838693,node,30838693,Exact ID
junction,30838696,node,30838696,Exact ID
junction,30838698,node,30838698,Exact ID
junction,30838700,node,30838700,Exact ID
junction,30838704,node,30838704,Exact ID
junction,30838705,node,30838705,Exact ID
junction,30840915,node,30840915,Exact ID
junction,30840920,node,271245825,Spatial Nearest
junction,3086428341,node,734842895,Spatial Nearest
junction,3087286154,node,3087286154,Exact ID
junction,3087286182,node,3366747771,Spatial Nearest
junction,3088748988,node,3088748988,Exact ID
junction,30891477,node,30891477,Exact ID
junction,30891481,node,30891481,Exact ID
junction,30891482,node,30891482,Exact ID
junction,30891560,node,30891560,Exact ID
junction,3089301636,node,3089301636,Exact ID
junction,3089301641,node,1883458321,Spatial Nearest
junction,308978522,node,308978522,Exact ID
junction,309157562,node,309157562,Exact ID
junction,309157595,node,309157595,Exact ID
junction,3092025390,node,3092025390,Exact ID
junction,3092025391,node,3092025391,Exact ID
junction,3092447210,node,1577163595,Spatial Nearest
junction,309319595,node,309319595,Exact ID
junction,309319600,node,309319600,Exact ID
junction,30937506,node,30937506,Exact ID
junction,3095073329,node,3095073329,Exact ID
junction,3095237368,node,3095237368,Exact ID
junction,3095250668,node,3095250668,Exact ID
junction,3095508089,node,3095508089,Exact ID
junction,3095508123,node,3095508123,Exact ID
junction,3095508127,node,3095508127,Exact ID
junction,3095509129,node,3095509129,Exact ID
junction,3095509131,node,3095509131,Exact ID
junction,3095528342,node,3095528342,Exact ID
junction,309633932,node,309633932,Exact ID
junction,309633933,node,309633933,Exact ID
junction,309633934,node,309633934,Exact ID
junction,309645682,node,309645682,Exact ID
junction,30967210,node,30967210,Exact ID
junction,3097160839,node,1387922006,Spatial Nearest
junction,3097460832,node,3097460832,Exact ID
junction,3097556733,node,3097556733,Exact ID
junction,3098127463,node,3098127463,Exact ID
junction,3098443331,node,3098443331,Exact ID
junction,309850145,node,309850145,Exact ID
junction,309850251,node,35249557,Spatial Nearest
junction,309908330,node,309908330,Exact ID
junction,309908331,node,309908331,Exact ID
junction,309912624,node,309912624,Exact ID
